Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Impact Guru,2018,2016.0,"Creative Agency, Crowdfunding, EdTech, Health Care, Internet, Medical, Non Profit, Personal Health",Series A,1326192.91,"Mumbai, Maharashtra, India","We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Unknown,1504306.9985385968,2389534.468250846,2158360.5622706246,2607628.7591121444,2268312.752066742,3304457.2383598844
MobiKwik,2018,2014.0,"Consumer Lending, Financial Services, FinTech, Insurance, Lending, Mobile Payments, Payments, Wealth Management",Series E,892061.01,"Gurugram, Haryana, India",MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Unknown,1093588.879114293,1541276.1778405514,1765228.0421929718,1753564.1687375172,1669440.6980793579,1671521.2428444724
Stones2Milestones,2018,2014.0,"E-Learning, Education, Higher Education",Seed,885723.49,"Gurugram, Haryana, India",Stones2milestones is a Gurgaon Based Learning Company.,Unknown,1193987.6452742207,1281665.8241306103,1587672.3090142047,1526463.8887903774,1497729.1896400617,2098257.527129926
Generico,2018,2015.0,"Health Care, Medical, Pharmaceutical",Series A,1583846.23,"Mumbai, Maharashtra, India",Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Unknown,2273719.415576719,2708188.1874409476,2897822.025874877,2928743.9471770204,3285490.1980322576,3142422.3860470396
Adiuvo Diagnostics,2018,2016.0,Health Diagnostics,Seed,903753.11,"Chennai, Tamil Nadu, India",Adiuvo Diagnostics is a medical diagnostic device company based in India.,Unknown,938180.1776269795,1501483.68950179,1274962.7006491579,1802725.7963659512,1804843.6210194004,1911213.8478218745
DataTrained,2018,2011.0,"EdTech, Education",Seed,1160564.83,"Bengaluru, Karnataka, India","DataTrained is a educational platform, which operates an ed-tech startup on data science",Unknown,1769045.8394562365,2029858.0177454164,2079490.5498621766,1880455.7820024344,1949850.6344094244,2114801.130478468
OneAssist,2018,2016.0,"Financial Services, SaaS, Security",Debt Financing,1785362.29,"Mumbai, Maharashtra, India",OneAssist is a protection & assistance services platform.,Unknown,2751018.1464450806,3252345.4269858487,3083354.267506996,2987928.952091095,2858501.388246131,3983543.7284734924
Satin Creditcare Network Limited (SCNL),2018,2012.0,"Banking, Finance, Financial Services, Non Profit",Post-IPO Debt,964574.04,"New New Delhi, New Delhi, India",Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Unknown,1245097.2409771865,1504387.8471445958,1528697.3807939633,1750683.5183827374,1793780.2640822039,1833520.1766314215
APAC Financial Services,2018,2017.0,"Finance, Financial Services",Private Equity,806651.56,"Mumbai, Maharashtra, India",APAC Financial Services is a financial services platform.,Unknown,1070284.736056758,1509245.771142144,1250477.989701815,1490054.3246452124,1429665.0885265972,1870785.9853941186
Moglix,2018,2016.0,"B2B, E-Commerce, Mobile",Series C,559382.22,"Noida, Uttar Pradesh, India","Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",Unknown,689094.7202732204,786946.6112543142,892769.6520944093,1060353.6068819803,1202786.243005887,1014204.8093892608
SEDEMAC Mechatronics,2018,2015.0,"Automotive, Electric Vehicle, Renewable Energy",Venture - Series Unknown,1648266.69,"Mumbai, Maharashtra, India",SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Unknown,2500374.298537753,2934655.1899659396,2933656.676096232,3354860.6783316704,3466151.7389525366,3819319.264345837
MadGuy Labs,2018,2015.0,E-Learning,Venture - Series Unknown,1131997.45,"Hyderabad, Andhra Pradesh, India",MadGuy Labs is a Online Test-prep Platform.,Unknown,1207103.6876109324,2025399.8498503189,1826965.2592249487,1791236.026882504,2015149.0320387091,2299684.9098538863
Dee Dee Labs,2018,2014.0,"Embedded Systems, Health Care, Medical, Product Research",Seed,1490247.42,"Pune, Maharashtra, India",Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,Unknown,1952234.0129315343,2015731.8261763272,2797688.6544847805,3047437.4812340657,2564502.0787335723,3244645.9346364383
Shop101,2018,2017.0,"Apps, E-Commerce, Internet",Series B,904865.39,"Mumbai, Maharashtra, India",#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,Unknown,1287048.6671724573,1329032.9884065948,1791655.092754129,1800948.3036697297,1470235.2059142152,1731574.5982370127
FeedMyPockets,2018,2010.0,"Advertising, Human Resources, Marketing",Seed,1490018.96,"Bengaluru, Karnataka, India",On Demand Staffing Platform,Unknown,1793464.3871543887,2620047.578413231,2562178.0684150397,2297492.512825651,3051214.8440352413,3475903.541194136
Housejoy,2018,2017.0,"Beauty, Fitness, Home Services, Internet",Series B,785308.04,"Bengaluru, Karnataka, India",Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,Unknown,1314042.1155470412,1464060.240025617,1417401.079669318,1280575.94472312,1320032.8012329254,1501490.3052018196
Ambee,2018,2012.0,"Health Care, Medical Device, Public Safety",Angel,1437350.28,"Bengaluru, Karnataka, India",Ambee is an Environment analytics startup.,Unknown,1815909.9769075508,1931490.2983457772,2642538.1710757995,2718068.912945415,2590981.2140820455,2645556.6523685846
FoodBuddy,2018,2017.0,"Food Delivery, Online Portals, Restaurants",Seed,1262603.46,"Belgaum, Karnataka, India","FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",Unknown,2052280.779784865,2113802.588956887,2201575.388186291,2152540.4147746004,2337802.9550176323,2966370.087036885
Olly Smart Credit Card,2018,2017.0,"Credit Cards, Finance, Mobile Apps, Mobile Payments, Payments",Seed,1691907.94,"New New Delhi, New Delhi, India",Olly is a digital credit card for India's working masses and young people.,Unknown,1802324.100236154,3125468.6034614746,3290464.9379909774,2638574.7573601883,3518307.1258561905,3920749.062923205
Zestl,2018,2017.0,Software,Seed,1651432.55,"Pune, Maharashtra, India","No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",Unknown,2006196.2272577912,2973016.4709619945,2948913.4749746174,3375260.9397974634,2965695.9765790347,4004846.2921543685
BYJU’S,2018,2013.0,"EdTech, Education, Higher Education, Secondary Education",Private Equity,1109110.73,"Bengaluru, Karnataka, India",BYJU’s is an edtech company that is reinventing how students learn through its learning app.,Unknown,1185419.9859022798,1675400.3746339893,2127241.747970925,1744269.7496158467,2120831.6998581304,2291120.1241627163
Hero Electric,2018,2013.0,Manufacturing,Venture - Series Unknown,518634.9,"New New Delhi, New Delhi, India","Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",Unknown,616453.5223044741,903388.2414118455,953737.3716458579,931699.1696994032,964899.2720497065,1217202.9368524784
Pentation Analytics,2018,2015.0,"Information Services, Information Technology, InsurTech",Seed,1300031.8,"Mumbai, Maharashtra, India",Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,Unknown,1736453.322075495,2355950.7824640707,2024372.2018100026,2165109.698871886,2082175.8871352375,3003452.25524622
PerkFinance,2018,2016.0,"Consumer Lending, FinTech",Seed,763431.18,"Bengaluru, Karnataka, India",PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,Unknown,909756.7343145361,1092900.2812400963,1427197.6275696333,1228410.8043702047,1524965.834365984,1730706.568031693
Roposo,2018,2015.0,"Internet, Social Network, TV",Series C,718323.9,"Gurugram, Haryana, India",Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,Unknown,907283.3580638239,1298518.7047687515,1409143.5384024333,1367331.06904353,1353300.1558205893,1659110.6983374115
Plum Goodness,2018,2017.0,"Beauty, Health Care",Series A,1047112.35,"Thane, Maharashtra, India",Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,Unknown,1098633.1931193736,1585836.1752195312,1574431.873578051,1591495.917652475,2100573.562081153,2515125.103883502
Drstore,2018,2008.0,Hospital,Seed,1689867.97,"Mumbai, Maharashtra, India",Drstore is a exclusive e- commerce platform.,Unknown,1955403.1398492209,2259153.5026880065,2973429.132533562,3180237.691725755,3539187.139114864,3997952.063859035
Wow Venue,2018,2015.0,Events,Venture - Series Unknown,1780812.81,"Mumbai, Maharashtra, India",Wow Venue is an online platform.,Unknown,2328261.156072308,2581704.6384323984,3304626.450169106,3157150.089302747,3868880.6391886855,4010179.937125059
Chizel,2018,2014.0,"3D Printing, Manufacturing, Product Design",Seed,1543963.76,"Pune, Maharashtra, India",Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,Unknown,1758947.1115724028,2206075.1576914014,2206042.421283329,2419797.119030055,3006866.944809458,3681665.1035972657
OTO Capital,2018,2015.0,Automotive,Seed,1337703.46,"Mumbai, Maharashtra, India",OTO Capital is a platform that allows you to own a car faster than ever.,Unknown,1784237.3202020687,2290196.6025021602,2344335.9719302976,2157397.3319364986,2502931.9284160845,3026506.108902154
Khabri,2018,2017.0,"Apps, Audio",Seed,1514198.04,"Haryana, Haryana, India",Khabri is a digital audio platform for content in vernacular.,Unknown,1543790.2779119196,2436515.9792355304,2802565.1433878103,3176098.237129618,2493296.904900237,3652021.3427630644
MyNewCar.in,2018,2019.0,"Automotive, E-Commerce",Venture - Series Unknown,1853959.52,"Gurugram, Haryana, India",MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,Unknown,2901072.9888695823,2724576.6317175436,3161117.8975580176,3373956.7406903515,3833976.1590480157,4030448.9514248855
PlanetSpark,2018,2010.0,"E-Learning, EdTech, Education",Seed,1723413.07,"Gurugram, Haryana, India",PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,Unknown,1991517.2485776087,2473603.0517785815,3142010.0808920567,2857093.7449644185,3789101.9732612437,4188071.2969226553
WheelsEMI,2018,2013.0,—,Series B,920280.38,"Pune, Maharashtra, India","WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",Unknown,1070537.1560999644,1709409.0004883092,1817546.682618417,1723022.2050861248,1608038.954304779,1852344.555375724
Forum for Innovation Incubation Research and Entrepreneurship,2018,2017.0,"Funding Platform, Incubators, Non Profit",Grant,1528601.98,"Margão, Goa, India","FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",Unknown,2245667.420185238,2015353.0309116389,2658054.8820665427,2693947.6131623164,2783057.947120859,3698410.267165547
OYO,2018,2017.0,"Hospitality, Hotel, Leisure, Travel",Series E,1155705.99,"Gurugram, Haryana, India",OYO is an Indian hospitality startup that operates a network of budget hotels.,Unknown,1591275.9480106812,1852159.147150802,1996041.288062382,1850481.4080700758,2036822.9194290165,2620081.5862229783
Quikr,2018,2017.0,"Classifieds, Internet, Marketplace, Rental Property",Debt Financing,1924252.5,"Bengaluru, Karnataka, India","Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",Unknown,3250344.8864938365,3198925.234607325,3183493.5958546605,3308677.6343557583,3717575.645022529,4522835.253350618
Tabono,2018,2013.0,Sports,Seed,810653.23,"Gurugram, Haryana, India",Tabono is a one stop environment for all your fitness solution.,Unknown,966055.0372109828,1067501.1818156755,1368925.955320339,1483795.5249363652,1562959.6311860485,1793307.9823819606
LearnApp,2018,2016.0,"Banking, E-Learning, Trading Platform",Seed,1351640.84,"Noida, Uttar Pradesh, India","Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",Unknown,2059298.8129399612,1914440.0681099764,2236381.921441531,2049380.0995045004,2666446.2685577683,3019037.7122331397
Fric Bergen,2018,2017.0,—,Venture - Series Unknown,1216639.29,"Alwar, Rajasthan, India",Fric Bergen is a leader in the specialty food industry.,Unknown,1669354.6039394876,1584116.628163042,1931193.5296026599,2432045.677717287,2044877.982450411,2894650.4758634
Articbot,2018,2019.0,"Artificial Intelligence, Information Technology",Grant,1851721.64,"Kannur, Kerala, India",Articbot is a conversational AI platform for automated customer support and lead generation,Unknown,3103026.0359066175,3216755.8828386166,3073326.1210230766,3196985.1423964906,4058900.253187218,4251085.297810406
BuildSupply,2018,2019.0,"Enterprise Resource Planning (ERP), Information Services, Information Technology, Real Estate",Series A,1264411.18,"Gurugram, Haryana, India",India’s most advanced ERP system for the real estate,Unknown,1522704.7128794957,1703444.6318036935,2123041.542568277,2616855.609238221,2395120.3452146477,2575469.6674978524
Fusion Microfinance,2018,2018.0,"Banking, Finance, Financial Services",Series E,1132030.23,"New New Delhi, New Delhi, India",Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,Unknown,1300770.0262733167,2003007.300566729,1908400.8444802803,2313290.296649546,2061270.6558177588,2305759.21303205
Any time Doctor,2018,2020.0,Software,Angel,794865.9,"Chennai, Tamil Nadu, India",Anytime Doctor is a Software company.,Unknown,1115773.3324654356,1176418.8592318092,1288074.1643964893,1348780.2122865175,1351260.0768666815,1831637.66500809
Go Payments,2018,2016.0,"Information Services, Information Technology",Corporate Round,1322484.34,"Mumbai, Maharashtra, India",Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,Unknown,2201742.295075888,1856065.2372382064,2436020.2909194347,2264812.617346177,2258208.071978221,2825192.282858718
Guiddoo World,2018,2019.0,"Audio, Mobile, Tourism, Travel",Seed,1068868.23,"Mumbai, Maharashtra, India",We build In-Destination Experiences!,Unknown,1662494.0900204014,1971556.1758687724,1598286.0774240785,2111776.037348478,2135644.586125396,2104118.698942399
ION Energy,2018,2008.0,"Energy, Energy Storage, Infrastructure",Venture - Series Unknown,1484026.36,"Mumbai, Maharashtra, India",A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,Unknown,2301293.922395107,1975126.432431002,2519161.758412196,2518209.2005787925,2793114.9109417694,2872278.277527337
