Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Revenue,Location,About Company,Investors
Mech Mocha,2018,2017.0,"Digital Entertainment, Mobile, PC Games",Series B,41529.41,87330.00357992670,"Bengaluru, Karnataka, India",Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,Unknown
Aye Finance,2018,2016.0,"Finance, Financial Services, Small and Medium Businesses",Debt Financing,847058.82,2926669.1476691800,"Gurgaon, Haryana, India",Aye Finance provides financial services to micro and small businesses in Northern India.,Unknown
Aldopay,2018,2020.0,Mobile Payments,Seed,2352.94,5127.68832701056,"Chennai, Tamil Nadu, India",Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,Unknown
Detect Technologies,2018,2020.0,"Artificial Intelligence, Energy, Oil and Gas",Series A,38823.53,102329.29054058200,"Chennai, Tamil Nadu, India",Completely automated remote control system.,Unknown
Signzy,2018,2015.0,"Computer, FinTech, Risk Management, Software",Series A,2823529.41,5028913.849229950,"Bengaluru, Karnataka, India",Signzy are creating 'building blocks for a Digital Trust system.,Unknown
CashRich,2018,2012.0,"Apps, Financial Services, FinTech",Seed,11764.71,32804.21269403470,"Mumbai, Maharashtra, India",A Mumbai-based fin-tech startup,Unknown
Cloudnine Hospitals,2018,2015.0,"Child Care, Health Care, Hospital, Medical, Women's",Private Equity,323398839173535.44,713581767252946.1,"Bengaluru, Karnataka, India",Cloudnine is an Indian chain of women and child care hospitals.,Unknown
CropIn Technologies,2018,2012.0,"Agriculture, Mobile",Series B,6823529.41,14198864.478253600,"Bengaluru, Karnataka, India","To discover, develop and deliver innovative solution in Agtech Space",Unknown
Billdesk,2018,2016.0,"Finance, FinTech, Payments, Property Development, Rental",Venture - Series Unknown,323398839173535.44,856571534619202.9,"Ahmedabad, Gujarat, India","BillDesk, a property of IndiaIdeas.com Ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying",Unknown
Yaantra,2018,2017.0,"Information Services, Information Technology, Mobile, Software",Debt Financing,23529.41,99108.22861490320,"Delhi, Delhi, India","Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",Unknown
TECHBOOZE,2018,2018.0,Education,Seed,1176.47,3941.851932429720,"New Delhi, Delhi, India","Techbooze[1] ""AN OPEN FORUM"" is an educational enterprise, headquartered in India working across the country.",Unknown
HealthifyMe,2018,2018.0,"Apps, Fitness, Health Care, mHealth",Series B,70588.24,237187.79471538100,"Bengaluru, Karnataka, India",HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,Unknown
hoi foods,2018,2016.0,"Food and Beverage, Food Delivery",Seed,423529.41,931449.1068273670,"Gurgaon, Haryana, India",India's first hotel dedicated food brand which promises great in room dining experience in budget hotels,Unknown
Perpule,2018,2014.0,"Apps, Payments, Retail",Series A,4000000.0,15534083.357151600,"Bengaluru, Karnataka, India",Perpule is a self-checkout product for retail outlets to enhance the shopping experience of the customers.,Unknown
Royal Sundaram General Insurance Co. Limited,2018,2019.0,"Health Insurance, Insurance, Life Insurance",Corporate Round,2470588.24,5450759.0421309700,"Kalpakkam, Tamil Nadu, India","Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",Unknown
CleanseCar,2018,2015.0,Automotive,Angel,411764.71,1285988.0295787600,"Bengaluru, Karnataka, India",CleanseCar is a company provides Washing and Repair Services.,Unknown
DRIVEU,2018,2020.0,"Rental, Taxi Service, Travel",Venture - Series Unknown,823529.41,2057189.4349725700,"Bengaluru, Karnataka, India",DriveU is a convenient and a quick way of getting on demand drivers for consumers and businesses,Unknown
Spinny,2018,2012.0,"E-Commerce, E-Commerce Platforms, Internet, Retail",Series A,129411.76,387632.1227406280,"Gurgaon, Haryana, India",Used cars marketplace in India. Ushering new era of transparency and convenience.,Unknown
Asset Reconstruction Company (India) Ltd.,2018,2017.0,"Financial Services, Professional Services",Secondary Market,323398839173535.44,686968385295950.1,"Mumbai, Maharashtra, India",Asset Reconstruction Company (India) Ltd. operates as a asset reconstruction company.,Unknown
Med365 Healthcare,2018,2016.0,Health Diagnostics,Seed,588235.29,2604215.283615220,"Jaipur, Rajasthan, India","Wellness, Specialised Testing, Healthcare at Home",Unknown
Dunzo,2018,2015.0,"Customer Service, Messaging, Mobile Apps, Personalization",Debt Financing,823529.41,3592507.4783983100,"Bengaluru, Karnataka, India",Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,Unknown
Mobile Premier League (MPL),2018,2019.0,"Gaming, iOS, Sports",Series A,58823.53,124510.4259880530,"Bengaluru, Karnataka, India",Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games and win real cash always.,Unknown
WalMart India,2018,2015.0,Retail,Venture - Series Unknown,443294.12,1181880.7738552400,"Gurgaon, Haryana, India","Wal-Mart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc.,",Unknown
Cred,2018,2018.0,Fintech,Seed,323398839173535.44,1115365732202673.8,"Bengaluru, Karnataka, India",Cred is a platform to celebrate and reward the most creditworthy people of India.,Unknown
Meesho,2018,2017.0,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media",Series C,588235.29,1299094.6119090100,"Bengaluru, Karnataka, India","Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",Unknown
BhaskarGuru,2018,2019.0,Search Engine,Seed,11764.71,51142.05669815440,"Bhopal, Madhya Pradesh, India",Bhaskarguru.com is your local search Engine,Unknown
Gugu,2018,2008.0,"Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",Seed,2941.18,11492.29089914930,"Coimbatore, Tamil Nadu, India",Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,Unknown
FarmTaaza,2018,2020.0,"Agriculture, Farmers Market, Farming",Series A,323398839173535.44,1390018388945862.5,"Bengaluru, Karnataka, India",Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,Unknown
Vizzbee,2018,2014.0,"Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",Pre-Seed,235.29,848.350024565343,"Bhopal, Madhya Pradesh, India",Autonomous Drone Solutions for last mile delivery as well as search and rescue,Unknown
BIGPHI TECHNOLOGIES PVT. LTD.,2018,2018.0,Fashion,Angel,10588.24,18933.909971111700,"Bengaluru, Karnataka, India",BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,Unknown
Mobycy,2018,2018.0,"Fitness, GreenTech, Internet of Things, Mobile Apps, Ride Sharing, Transportation",Angel,323398839173535.44,771952315299536.8,"Gurgaon, Haryana, India",India's 1st Dockless Bicycle Sharing App,Unknown
Traveo Soft Pvt. Ltd.,2018,2020.0,"Mobile, Software, Travel",Undisclosed,14117.65,44592.99430164440,"Bengaluru, Karnataka, India",AI based Business Travel & Expense management,Unknown
Em Personal Care,2018,2019.0,Cosmetics,Seed,323398839173535.44,866840675917372.5,"Worli, Maharashtra, India",Em Personal Care is a Cosmetic products manufacturing Company.,Unknown
Lucideus,2018,2016.0,"Consulting, Cyber Security, Network Security",Venture - Series Unknown,5000000.0,22003710.955639100,"New Delhi, Delhi, India","Lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",Unknown
Eupheus Learning,2018,2017.0,"E-Learning, EdTech, Education",Seed,323398839173535.44,499219240782659.44,"Delhi, Delhi, India",Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,Unknown
GamingMonk,2018,2018.0,"eSports, Gaming, Video Games",Series A,470588.24,772141.0122637150,"New Delhi, Delhi, India","GamingMonk is an eSports gaming company based out of New Delhi, India.",Unknown
Sukkhi Jewellery,2018,2018.0,"Fashion, Jewelry",Venture - Series Unknown,6000000.0,23865019.123088400,"Mumbai, Maharashtra, India",Sukkhi Jewellery is a Contemporary fashion jewellery brand.,Unknown
INDwealth,2018,2015.0,Financial Services,Seed,25882352.94,85274209.37177150,"Gurgaon, Haryana, India",INDwealth is an Artificial Intelligence (AI) powered wealth management company,Unknown
Medikabazaar,2018,2014.0,"B2B, Medical Device",Series A,5000000.0,24821424.585131100,"Mumbai, Maharashtra, India",India's largest medical and surgical supplies marketplace,Unknown
NIRA,2018,2015.0,"Credit, Financial Services, FinTech, Lending",Seed,1000000.0,4452384.333230870,"Bengaluru, Karnataka, India","NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",Unknown
Duroflex Pvt. Ltd.,2018,2014.0,"Consumer Goods, Manufacturing",Private Equity,22000000.0,46023123.015146600,"Alleppey, Kerala, India",Duroflex Pvt. Ltd. operates as a dominant mattress player.,Unknown
Clensta,2018,2018.0,"Biotechnology, Health Care, Wellness",Seed,323398839173535.44,1070745795013204.4,"New Delhi, Delhi, India",A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Unknown
Jetbrain Robotics,2018,2017.0,"Health Care, Hospital, Medical, Robotics",Seed,70000.0,153718.99880811700,"Gurgaon, Haryana, India","Jetbrain Robotics is Hong Kong / Gurgaon based company, building advanced robotic transportation solutions for multi speciality hospitals.",Unknown
Medimetry,2018,2019.0,Health Care,Seed,323398839173535.44,1317506673291539.5,"Haryana, Haryana, India","MediMetry is an online platform where patients can consult specialists doctors online - from anywhere, at anytime.",Unknown
Healthkart,2018,1999.0,"E-Commerce, Fitness, Health Care",Venture - Series Unknown,10000000.0,41618441.39330580,"Gurgaon, Haryana, India","The one stop shop for health, fitness & beauty.",Unknown
Indiabulls Ventures,2018,2015.0,"Financial Services, Venture Capital",Post-IPO Equity,181082352.94,463231694.16486300,"Mumbai, Maharashtra, India",Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,Unknown
Vistara,2018,2014.0,Aerospace,Private Equity,235294117.65,516588780.80774300,"Haryana, Haryana, India",Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),Unknown
ClearTax,2018,2015.0,"Accounting, Apps, FinTech",Series B,47058823.53,116293794.04968600,"New Delhi, Delhi, India",ClearTax India helps individuals prepare and e-file their Income Tax Return online.,Unknown
Shuttl,2018,2008.0,"Apps, Mobile, Transportation",Debt Financing,1000000.0,3991291.579122120,"Gurgaon, Haryana, India","Shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",Unknown
GuruQ,2018,2017.0,Reading Apps,Seed,294117.65,1469830.921038250,"New Delhi, Delhi, India",A one of its kind digital integrated platform connecting tutors and students.,Unknown
Azure Power,2018,2014.0,"Energy, Renewable Energy, Solar",Post-IPO Equity,185000000.0,520616674.51009600,"New Delhi, Delhi, India","Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",Unknown
Cube,2018,2017.0,"Banking, Financial Services, FinTech",Series A,1647058.82,5999360.658988500,"Mumbai, Maharashtra, India",Cube is consumer banking focused fintech company.,Unknown
RAHI Care,2018,2012.0,"Health Care, Hospital",Venture - Series Unknown,323398839173535.44,1234253141411143.5,"Chandigarh, Chandigarh, India",RAHI Care is a Health Care company.,Unknown
Mynvax,2018,2016.0,Biotechnology,Angel,323398839173535.44,814127012891946.8,"Bengaluru, Karnataka, India",Mynvax is a biotech Company.,Unknown
Loans4SME,2018,2017.0,Financial Services,Seed,323398839173535.44,897390505752301.2,"Mumbai, Maharashtra, India",Loans4SME is an alternative lending platform.,Unknown
UpCyclersLab,2018,2015.0,"Apps, Education, Retail",Seed,323398839173535.44,1300946504307643.0,"Mumbai, Maharashtra, India",UpCyclersLab is a startup that makes sustainability-based learning tools for children above the age of five.,Unknown
Cellerite Systems,2018,2017.0,Electric Vehicle,Seed,323398839173535.44,1538867289750956.2,"Hyderabad, Andhra Pradesh, India",Cellerite Systems is a charging solutions provider for electric vehicles.,Unknown
Taru Naturals,2018,1994.0,"Agriculture, Farming",Seed,323398839173535.44,649973673255425.4,"Mumbai, Maharashtra, India",Taru Naturals is a network that connects farmer communities with clean technology and renewable energy.,Unknown
LetsMD,2018,2011.0,"Fitness, Health Care, Wellness",Seed,1000000.0,1809835.0303611000,"New Delhi, Delhi, India",LetsMD.com is a marketplace for elective surgeries,Unknown
Twenty Two Motors,2018,2006.0,"Automotive, Battery, Electric Vehicle, Manufacturing, Mechanical Design",Corporate Round,65000000.0,136580120.26274100,"Haryana, Haryana, India",Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation.,Unknown
Truebil,2018,2019.0,"Automotive, E-Commerce, Marketplace",Series A,2000000.0,6469337.754213770,"Mumbai, Maharashtra, India","Truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",Unknown
FarmersFZ,2018,2015.0,Agriculture,Seed,323398839173535.44,485141518447031.7,"Kochi, Kerala, India",FarmersFZ is an online venture for fresh and safe vegetables and agri products.,Unknown
Worxogo,2018,2015.0,Information Technology,Series A,1941176.47,8008260.154788410,"Bengaluru, Karnataka, India",worxogo’s is a pioneering persuasive technology products align employee behaviours .,Unknown
Vivish Technologies (myGate),2018,2012.0,"Apps, Information Services, Information Technology",Series A,7647058.82,31326170.09239720,"Bengaluru, Karnataka, India",India's leading mobile based security management solution .,Unknown
Singularity Dynamics,2018,2017.0,Artificial Intelligence,Seed,323398839173535.44,1096038803286938.2,"Bengaluru, Karnataka, India",Singularity Dynamics is a Chip-design testing startup.,Unknown
Virtual MetalStreet(MetalStreet),2018,2019.0,"B2B, Marketplace",Angel,700000.0,3255916.7336349400,"Bengaluru, Karnataka, India",Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,Unknown
Veritas Finance,2018,2014.0,Financial Services,Venture - Series Unknown,30000000.0,114022120.09050800,"Guindy, Tamil Nadu, India",Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,Unknown
Manjushree Technopack,2018,2013.0,Packaging Services,Private Equity,323398839173535.44,1091678782878948.5,"Bengaluru, Karnataka, India",Manjushree Technopack is a Rigid plastics packaging convertor in India and South Asia.,Unknown
GoZefo,2018,2017.0,"Computer, Furniture, Software",Venture - Series Unknown,2470588.24,6817586.721509220,"Bengaluru, Karnataka, India",Startup working on a white space in the eCommerce industry.,Unknown
Zomato,2018,2016.0,"Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",Secondary Market,210000000.0,871398655.7473520,"Gurgaon, Haryana, India",Zomato is a search app offering detailed information for restaurants as well as online food delivery.,Unknown
Innov8 Coworking,2018,2018.0,"Collaboration, Communities, Coworking, Real Estate",Seed,4000000.0,6001956.345398300,"New Delhi, Delhi, India",Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,Unknown
RevFin,2018,2016.0,"Accounting, Banking, Finance",Seed,323398839173535.44,583065739656592.1,"Delhi, Delhi, India",RevFin is a digital lending company.,Unknown
Lavelle Networks,2018,2017.0,"Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",Venture - Series Unknown,235294.12,1150305.6381059700,"Bengaluru, Karnataka, India",Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,Unknown
Blackbuck,2018,2015.0,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",Series D,23877647.06,49301727.60788490,"Bengaluru, Karnataka, India",Blackbuck is a logistics startup based in India.,Unknown
Cardekho,2018,2010.0,"Automotive, E-Commerce, Information Services",Series C,75000000.0,271005664.621328,"Gurgaon, Haryana, India",Cardekho is a car search venture that helps users buy cars that are right for them.,Unknown
ElasticRun,2018,2019.0,"Delivery, Logistics, Transportation",Series B,7058823.53,16219855.90677930,"Pune, Maharashtra, India",ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,Unknown
Droom Technology Private Limited,2018,2015.0,"Automotive, E-Commerce Platforms, Marketplace",Series E,30000000.0,110392941.06439000,"Gurgaon, Haryana, India",Droom is a marketplace for automobiles and automobile services.,Unknown
Vogo Rentals,2018,2018.0,"Last Mile Transportation, Railroad, Transportation, Travel",Debt Financing,941176.47,4251907.224318220,"Kormangala, Karnataka, India",Vogo is a dockless scooter rental company in India which lets customers rent scooters for short one way trips.,Unknown
InnerChef,2018,2017.0,"Cooking, E-Commerce, Food and Beverage, Food Delivery, Online Portals",Venture - Series Unknown,1760000.0,7007579.012139290,"Gurgaon, Haryana, India",InnerChef is an online food discovery and delivery experience that will make the foodie in you come alive.,Unknown
LivQuik,2018,2013.0,"FinTech, Mobile, Mobile Payments, Payments, Retail Technology",Corporate Round,2700000.0,11517254.13130200,"Mumbai, Maharashtra, India",LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,Unknown
Disprz,2018,2015.0,"E-Learning, Education",Debt Financing,400000.0,1569097.6825957900,"Chennai, Tamil Nadu, India","Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",Unknown
9stacks,2018,2006.0,"Online Games, Software",Series A,3294117.65,5884109.008324,"Delhi, Delhi, India",Online gaming startup.,Unknown
Origo,2018,2005.0,—,Venture - Series Unknown,9411764.71,36601906.64077030,"Gurgaon, Haryana, India","Origo Commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",Unknown
YourOwnROOM,2018,2017.0,"Online Portals, Property Management, Rental",Seed,750000.0,2447645.7300071800,"Bengaluru, Karnataka, India","Good quality, strategically located homes closer to work for millennials",Unknown
Vahdam Teas,2018,2018.0,"E-Commerce, Food and Beverage, Tea",Series B,2500000.0,10858710.126859300,"New Delhi, Delhi, India",Vahdam Teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,Unknown
Spoofin,2018,2013.0,"Music, Social Network, Video",Venture - Series Unknown,323398839173535.44,688571038116506.1,"New Delhi, Delhi, India",A social networking app that lets you create and view Spoofs of your favourite videos.,Unknown
Strom Motors,2018,2012.0,Automotive,Angel,323398839173535.44,951495912660584.8,"Mumbai, Maharashtra, India",Strom Motors is a smart urban mobility Company.,Unknown
PharmEasy,2018,2013.0,"Health Care, Pharmaceutical, Wellness",Series C,80000000.0,256294447.34518900,"Mumbai, Maharashtra, India",PharmEasy - Indias largest healthcare delivery platform,Unknown
Licious,2018,2011.0,"Delivery Service, Food and Beverage, Food Delivery",Series C,25000000.0,89023591.55167750,"Bengaluru, Karnataka, India","Licious is an online meat and fish ordering startup that solves existing problem of finding safe, delectable, trustworthy fresh meat.",Unknown
Stanza Living,2018,2018.0,"Hospitality, Information Technology, Travel Accommodations",Venture - Series Unknown,8588235.29,18971010.750044900,"New Delhi, Delhi, India",Stanza Living is a co-living platform created for students moving to a new place.,Unknown
docturnal,2018,2015.0,"Biotechnology, Diabetes, Health Care",Seed,323398839173535.44,1550269694854708.8,"Hyderabad, Andhra Pradesh, India","Docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",Unknown
Bounce (Metro Bikes),2018,2016.0,"Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental",Debt Financing,3000000.0,13417433.21239680,"Bengaluru, Karnataka, India","Bounce (formerly Metro Bikes) is an urban mobility solution that makes daily commute stress-free, time-saving, reliable, and convenient.",Unknown
Technology 9 Labs (T9L),2018,2015.0,Information Technology,Corporate Round,323398839173535.44,1092670017271651.0,"New Delhi, Delhi, India",Technology 9 Labs is an Information Technology and Services company.,Unknown
Goals101,2018,2016.0,Financial Services,Seed,3500000.0,6813090.716706010,"Delhi, Delhi, India",Goals101 is a one of the fastest growing big-data platforms.,Unknown
Satya MicroCapital,2018,2014.0,"Finance, Financial Exchanges, Financial Services, Micro Lending",Venture - Series Unknown,4705882.35,14076527.351013600,"New Delhi, Delhi, India",New Delhi-based non-banking financial company.,Unknown
